,Rank,Name of movie,Year of release,Watchtime,Movie Rating,Metascore,Votes,Gross collection,Description,Director,URL,Movie_Rating_bin,metascore_bin,watchtime_bin,Cast1,Cast2,Cast3,Cast4,Adventure,Music,Action,Fantasy,Thriller,War,Biography,Mystery,Comedy,Sport,Horror,Film-Noir,Romance,Family,Musical,Western,Sci-Fi,Drama,Crime,History,Animation,watchtime_minmax,gross_minmax,watchtime_standard,gross_standard
55,56,Nuovo Cinema Paradiso,1988-01-01,155,8.5,80.0,"266,623",11.99,filmmaker recall childhood falling love picture cinema home village form deep friendship cinema projectionist,Giuseppe Tornatore,https://www.imdb.com/title/tt0095765/,excellent,very good,long,['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili', 'Isa Danieli'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3985507246376812,0.013956847942588191,0.7854813096695578,-0.5507078844781049
56,57,Kaithi,2019-01-01,145,8.5,83.0,"35,432",30.255,dilli exconvict endeavour meet daughter first time leaving prison however attempt interrupted due drug raid planned inspector bejoy,Lokesh Kanagaraj,https://www.imdb.com/title/tt9900782/,excellent,excellent,long,['Karthi', 'Narain', 'Arjun Das', 'George Maryan'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36231884057971014,0.035235798499464094,0.46231776582459877,-0.4023017555627511
57,58,Modern Times,1936-01-01,87,8.5,96.0,"246,957",0.16,tramp struggle live modern industrial society help young homeless woman,Charles Chaplin,https://www.imdb.com/title/tt0027977/,excellent,excellent,short,['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15217391304347827,0.00017475185236963511,-1.4120307884761636,-0.6468285800745263
58,59,City Lights,1931-01-01,87,8.5,99.0,"187,664",0.02,aid wealthy erratic tippler dewyeyed tramp fallen love sightless flower girl accumulates money able help medically,Charles Chaplin,https://www.imdb.com/title/tt0021749/,excellent,excellent,short,['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15217391304347827,1.1650123491309008e-05,-1.4120307884761636,-0.647966103099336
59,60,96,2018-01-01,158,8.5,83.0,"32,817",30.255,two high school sweetheart meet reunion 22 year reminisce past,C. Prem Kumar,https://www.imdb.com/title/tt7019842/,excellent,excellent,long,['Vijay Sethupathi', 'Adithya Bhaskar', 'Trisha Krishnan', 'Gouri Kishan'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40942028985507245,0.035235798499464094,0.8824303728230455,-0.4023017555627511
60,61,Joker,2019-01-01,122,8.4,59.0,"1,337,769",335.45,rise arthur fleck aspiring standup comedian pariah gothams clown prince leader revolution,Todd Phillips,https://www.imdb.com/title/tt7286456/,excellent,good,long,['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27898550724637683,0.3907917423924694,-0.280958385018807,2.077457812700124
61,62,Spider-Man: Into the Spider-Verse,2018-01-01,117,8.4,87.0,"553,835",190.24,teen mile morale becomes spiderman universe must join five spiderpowered individual dimension stop threat reality,"Directors:Bob Persichetti, Peter Ramsey, Rodney Rothman",https://www.imdb.com/title/tt4633694/,excellent,excellent,medium,['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2608695652173913,0.2216202991751713,-0.4425401569412865,0.8976026810385566
62,63,Avengers: Endgame,2019-01-01,181,8.4,78.0,"1,166,907",858.37,devastating event avenger infinity war 2018 universe ruin help remaining ally avenger assemble order reverse thanos action restore balance universe,"Directors:Anthony Russo, Joe Russo",https://www.imdb.com/title/tt4154796/,excellent,very good,long,['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4927536231884058,0.9999999999999999,1.6257065236664512,6.326268813653687
63,64,Django Unchained,2012-01-01,165,8.4,81.0,"1,588,095",162.81,help german bountyhunter freed slave set rescue wife brutal plantation owner mississippi,Quentin Tarantino,https://www.imdb.com/title/tt1853728/,excellent,excellent,long,['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.43478260869565216,0.18966401043851067,1.1086448535145168,0.6747294198204807
64,65,American Beauty,1999-01-01,122,8.4,84.0,"1,169,063",130.1,sexually frustrated suburban father midlife crisis becoming infatuated daughter best friend,Sam Mendes,https://www.imdb.com/title/tt0169547/,excellent,excellent,long,['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27898550724637683,0.15155645649843888,-0.280958385018807,0.40895529023815247
65,66,Raiders of the Lost Ark,1981-01-01,115,8.4,85.0,"981,224",248.16,1936 archaeologist adventurer indiana jones hired u government find ark covenant nazi obtain awesome power,Steven Spielberg,https://www.imdb.com/title/tt0082971/,excellent,excellent,medium,['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2536231884057971,0.289097814436833,-0.5071728657102783,1.3682122067312636
66,67,The Shining,1980-01-01,146,8.4,66.0,"1,042,115",44.02,family head isolated hotel winter sinister presence influence father violence psychic son see horrific foreboding past future,Stanley Kubrick,https://www.imdb.com/title/tt0081505/,excellent,very good,long,['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36594202898550726,0.05127219348525095,0.49463412020909464,-0.29045886673056676
67,68,Oldeuboi,2003-01-01,101,8.4,77.0,"591,997",0.71,kidnapped imprisoned fifteen year oh daesu released find must find captor five day,Park Chan-wook,https://www.imdb.com/title/tt0364569/,excellent,very good,medium,['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong', 'Kim Byeong-Ok'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2028985507246377,0.0008155086443916306,-0.959601827093221,-0.6423597396199167
68,69,Kimi no na wa.,2016-01-01,106,8.4,79.0,"281,206",5.02,two stranger find linked bizarre way connection form distance thing keep apart,Makoto Shinkai,https://www.imdb.com/title/tt5311514/,excellent,very good,medium,['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yûki'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22101449275362317,0.005836711869145812,-0.7980200551707415,-0.6073402807847031
69,70,The Dark Knight Rises,2012-01-01,164,8.4,78.0,"1,731,811",448.14,eight year joker reign chaos batman coerced exile assistance mysterious selina kyle order defend gotham city vicious guerrilla terrorist bane,Christopher Nolan,https://www.imdb.com/title/tt1345836/,excellent,very good,long,['Christian Bale', 'Tom Hardy', 'Anne Hathaway', 'Gary Oldman'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43115942028985504,0.5220769840160305,1.0763284991300208,2.9930825960273193
70,71,Avengers: Infinity War,2018-01-01,149,8.4,68.0,"1,111,471",678.82,avenger ally must willing sacrifice attempt defeat powerful thanos blitz devastation ruin put end universe,"Directors:Anthony Russo, Joe Russo",https://www.imdb.com/title/tt4154756/,excellent,very good,long,['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3768115942028985,0.7908220327135468,0.5915831833625823,4.8673955343352215
71,72,Braveheart,1995-01-01,178,8.4,68.0,"1,051,364",75.6,scottish warrior william wallace lead countryman rebellion free homeland tyranny king edward england,Mel Gibson,https://www.imdb.com/title/tt0112573/,excellent,very good,long,['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48188405797101447,0.08806328347080479,1.5287574605129635,-0.0338661729913457
72,73,Memento,2000-01-01,113,8.4,81.0,"1,257,142",25.54,man shortterm memory loss attempt track wife murderer,Christopher Nolan,https://www.imdb.com/title/tt0209144/,excellent,excellent,medium,['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24637681159420288,0.0297427652733119,-0.5718055744792702,-0.44061190600544986
73,74,Aliens,1986-01-01,137,8.4,84.0,"728,805",85.16,decade surviving nostromo incident ellen ripley sent reestablish contact terraforming colony find battling alien queen offspring,James Cameron,https://www.imdb.com/title/tt0090605/,excellent,excellent,long,['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.09920080152849621,0.20378693074863152,0.043810399274232345
74,75,Idi i smotri,1985-01-01,142,8.4,83.0,"84,470",92.0,finding old rifle young boy join soviet resistance movement ruthless german force experience horror world war ii,Elem Klimov,https://www.imdb.com/title/tt0091251/,excellent,excellent,long,['Aleksey Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3514492753623188,0.10716948599655157,0.36536870267111105,0.09938652420065013
75,76,Coco,2017-01-01,105,8.4,81.0,"527,581",209.73,aspiring musician miguel confronted family ancestral ban music enters land dead find greatgreatgrandfather legendary singer,"Directors:Lee Unkrich, Adrian Molina",https://www.imdb.com/title/tt2380307/,excellent,excellent,medium,['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2173913043478261,0.2443263898597325,-0.8303364095552374,1.0559621364209952
76,77,WALL·E,2008-01-01,98,8.4,95.0,"1,135,653",223.81,distant future small wastecollecting robot inadvertently embarks space journey ultimately decide fate mankind,Andrew Stanton,https://www.imdb.com/title/tt0910970/,excellent,excellent,medium,['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1920289855072464,0.2607297637354956,-1.0565508902467087,1.1703644520590015
77,78,Amadeus,1984-01-01,160,8.4,88.0,"407,887",51.97,life success trouble wolfgang amadeus mozart told antonio salieri contemporaneous composer deeply jealous mozart talent claimed murdered,Milos Forman,https://www.imdb.com/title/tt0086879/,excellent,excellent,long,['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.06053404166084161,0.9470630815920373,-0.22586380925030056
78,79,The Lives of Others,2006-01-01,137,8.4,89.0,"395,058",11.29,1984 east berlin agent secret police conducting surveillance writer lover find becoming increasingly absorbed life,Florian Henckel von Donnersmarck,https://www.imdb.com/title/tt0405094/,excellent,excellent,long,['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.01314133929819656,0.20378693074863152,-0.5563954996021535
79,80,3 Idiots,2009-01-01,170,8.4,67.0,"408,489",6.53,two friend searching long lost companion revisit college day recall memory friend inspired think differently even rest world called idiot,Rajkumar Hirani,https://www.imdb.com/title/tt1187043/,excellent,very good,long,['Aamir Khan', 'Madhavan', 'Mona Singh', 'Kareena Kapoor'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45289855072463764,0.0075958805163334735,1.2702266254369963,-0.595071282445684
80,81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-01,95,8.4,97.0,"498,116",0.28,insane american general order bombing attack soviet union triggering path nuclear holocaust war room full politician general frantically try stop,Stanley Kubrick,https://www.imdb.com/title/tt0057012/,excellent,excellent,medium,['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1811594202898551,0.00031455333426534324,-1.1534999534001964,-0.645853560338975
81,82,Capharnaüm,2018-01-01,126,8.4,75.0,"93,909",1.66,serving fiveyear sentence violent crime 12yearold boy sue parent neglect,Nadine Labaki,https://www.imdb.com/title/tt8267604/,excellent,very good,long,['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29347826086956524,0.0019222703760659863,-0.1516929674808234,-0.6346408333801364
82,83,Das Boot,1981-01-01,149,8.4,86.0,"254,518",11.49,german uboat stalk frigid water north atlantic young crew experience sheer terror claustrophobic life submariner world war ii,Wolfgang Petersen,https://www.imdb.com/title/tt0082096/,excellent,excellent,long,['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3768115942028985,0.01337434176802274,0.5915831833625823,-0.5547704667095682
83,84,Sunset Blvd.,1950-01-01,110,8.4,94.0,"225,739",59.0,screenwriter develops dangerous relationship faded film star determined make triumphant return,Billy Wilder,https://www.imdb.com/title/tt0043014/,excellent,excellent,medium,['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23550724637681159,0.06872407847523185,-0.6687546376327578,-0.16874390307592674
84,85,Witness for the Prosecution,1957-01-01,116,8.4,76.0,"128,617",8.18,veteran british barrister must defend client murder trial surprise surprise,Billy Wilder,https://www.imdb.com/title/tt0051201/,excellent,very good,medium,['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2572463768115942,0.00951815089239946,-0.47485651132578244,-0.581664761081855
85,86,Paths of Glory,1957-01-01,88,8.4,90.0,"201,226",60.0,refusing attack enemy position general accuses soldier cowardice commanding officer must defend,Stanley Kubrick,https://www.imdb.com/title/tt0050825/,excellent,excellent,short,['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1557971014492754,0.06988909082436275,-1.3797144340916676,-0.1606187386130002
86,87,The Great Dictator,1940-01-01,125,8.4,83.0,"227,587",0.29,dictator adenoid hynkel try expand empire poor jewish barber try avoid persecution hynkels regime,Charles Chaplin,https://www.imdb.com/title/tt0032553/,excellent,excellent,long,['Charles Chaplin', 'Paulette Goddard', 'Jack Oakie', 'Reginald Gardiner'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2898550724637681,0.0003262034577566522,-0.1840093218653193,-0.6457723086943458
87,88,Tengoku to jigoku,1963-01-01,143,8.4,90.0,"47,250",86.0,executive yokohama shoe company becomes victim extortion chauffeur son kidnapped mistake held ransom,Akira Kurosawa,https://www.imdb.com/title/tt0057565/,excellent,excellent,long,['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai', 'Kyôko Kagawa'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3550724637681159,0.10017941190176617,0.39768505705560697,0.05063553742309069
88,89,Sardar Udham,2021-01-01,164,8.4,83.0,"43,777",30.255,biopic detailing 2 decade punjabi sikh revolutionary udham singh spent planning assassination man responsible jallianwala bagh massacre,Shoojit Sircar,https://www.imdb.com/title/tt10280296/,excellent,excellent,long,['Vicky Kaushal', 'Shaun Scott', 'Stephen Hogan', 'Amol Parashar'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43115942028985504,0.035235798499464094,1.0763284991300208,-0.4023017555627511
89,90,Asuran,2019-01-01,141,8.4,83.0,"30,910",30.255,teenage son farmer underprivileged caste kill rich upper caste landlord farmer loving father pacifist heart able save hotblooded son rest story,Vetrimaaran,https://www.imdb.com/title/tt9477520/,excellent,excellent,long,['Dhanush', 'Manju Warrier', 'Prakash Raj', 'Pasupathy'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3478260869565218,0.035235798499464094,0.3330523482866151,-0.4023017555627511
90,91,Drishyam 2,2021-01-01,152,8.4,83.0,"38,784",30.255,gripping tale investigation family threatened georgekutty able protect family time,Jeethu Joseph,https://www.imdb.com/title/tt12361178/,excellent,excellent,long,['Mohanlal', 'Meena', 'Ansiba', 'Esther Anil'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38768115942028986,0.035235798499464094,0.68853224651607,-0.4023017555627511
91,92,Top Gun: Maverick,2022-01-01,130,8.3,78.0,"568,793",718.73,thirty year maverick still pushing envelope top naval aviator must confront ghost past lead top gun elite graduate mission demand ultimate sacrifice chosen fly,Joseph Kosinski,https://www.imdb.com/title/tt1745960/,excellent,very good,long,['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3079710144927536,0.837317675567361,-0.02242754994283978,5.19167084805062
92,93,Scarface,1983-01-01,170,8.3,65.0,"859,559",45.6,1980 miami determined cuban immigrant take drug cartel succumbs greed,Brian De Palma,https://www.imdb.com/title/tt0086250/,excellent,very good,long,['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.45289855072463764,0.05311291299687777,1.2702266254369963,-0.2776211068791428
93,94,Good Will Hunting,1997-01-01,126,8.3,70.0,"995,763",138.43,hunting janitor mit gift mathematics need help psychologist find direction life,Gus Van Sant,https://www.imdb.com/title/tt0119217/,excellent,very good,long,['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29347826086956524,0.16126100936669932,-0.1516929674808234,0.4766379102143309
94,95,Inglourious Basterds,2009-01-01,153,8.3,69.0,"1,481,163",120.54,nazioccupied france world war ii plan assassinate nazi leader group jewish u soldier coincides theatre owner vengeful plan,Quentin Tarantino,https://www.imdb.com/title/tt0361748/,excellent,very good,long,['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,0.1404189384407475,0.720848600900566,0.3312787179725745
95,96,Heat,1995-01-01,170,8.3,76.0,"669,086",67.44,group highend professional thief start feel heat lapd unknowingly leave clue latest heist,Michael Mann,https://www.imdb.com/title/tt0113277/,excellent,very good,long,['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45289855072463764,0.07855678270189664,1.2702266254369963,-0.1001675150088265
96,97,Requiem for a Dream,2000-01-01,102,8.3,71.0,"857,101",3.64,druginduced utopia four coney island people shattered addiction run deep,Darren Aronofsky,https://www.imdb.com/title/tt0180093/,excellent,very good,medium,['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2065217391304348,0.00422899482734517,-0.9272854727087251,-0.6185530077435417
97,98,2001: A Space Odyssey,1968-01-01,149,8.3,84.0,"681,244",56.95,uncovering mysterious artifact buried beneath lunar surface spacecraft sent jupiter find origin spacecraft manned two men supercomputer hal 9000,Stanley Kubrick,https://www.imdb.com/title/tt0062622/,excellent,excellent,long,['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3768115942028985,0.0663358031595135,0.5915831833625823,-0.1854004902249262
98,99,A Clockwork Orange,1971-01-01,136,8.3,77.0,"843,435",6.21,future sadistic gang leader imprisoned volunteer conductaversion experiment doesnt go planned,Stanley Kubrick,https://www.imdb.com/title/tt0066921/,excellent,very good,long,['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32971014492753625,0.007223076564611585,0.17147057636413562,-0.5976713350738205
99,100,Eternal Sunshine of the Spotless Mind,2004-01-01,108,8.3,89.0,"1,025,745",34.4,relationship turn sour couple undergoes medical procedure erased memory ever,Michel Gondry,https://www.imdb.com/title/tt0338013/,excellent,excellent,medium,['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson', 'Gerry Robert Byrne'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2282608695652174,0.040064774686611675,-0.7333873464017496,-0.36862294886392044
100,101,Reservoir Dogs,1992-01-01,99,8.3,81.0,"1,036,995",2.83,simple jewelry heist go horribly wrong surviving criminal begin suspect one police informant,Quentin Tarantino,https://www.imdb.com/title/tt0105236/,excellent,excellent,medium,['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19565217391304346,0.0032853348245491403,-1.0242345358622127,-0.6251343909585123
